id,audio,n_frames,audio_sound,spoken_text,prompt,with_speech,audio_only_target,speech_only_target,target_keywords,tgt_text,allm_output
19,{data_folder}/dataset/v0/19.wav,124973,"Sizzling, clattering of pans",The client ordered a rare one.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely cooking or preparing food.,They are likely discussing a specific request or order for a rare item.,"steak,meat",They are likely cooking a steak to a rare doneness.,output_3
19,{data_folder}/dataset/v0/19.wav,124973,"Sizzling, clattering of pans",The client ordered a rare one.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely cooking or preparing food.,They are likely discussing a specific request or order for a rare item.,"steak,meat",They are likely cooking a steak to a rare doneness.,output_4
19,{data_folder}/dataset/v0/19.wav,124973,"Sizzling, clattering of pans",The client ordered a rare one.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely cooking or preparing food.,They are likely discussing a specific request or order for a rare item.,"steak,meat",They are likely cooking a steak to a rare doneness.,output_5
19,{data_folder}/dataset/v0/19.wav,124973,"Sizzling, clattering of pans",The client ordered a rare one.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely cooking or preparing food.,They are likely discussing a specific request or order for a rare item.,"steak,meat",They are likely cooking a steak to a rare doneness.,output_6
19,{data_folder}/dataset/v0/19.wav,124973,"Sizzling, clattering of pans",The client ordered a rare one.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely cooking or preparing food.,They are likely discussing a specific request or order for a rare item.,"steak,meat",They are likely cooking a steak to a rare doneness.,output_7
19,{data_folder}/dataset/v0/19.wav,124973,"Sizzling, clattering of pans",The client ordered a rare one.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely cooking or preparing food.,They are likely discussing a specific request or order for a rare item.,"steak,meat",They are likely cooking a steak to a rare doneness.,output_8
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.","Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_1
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.","Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_2
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.","What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_3
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.","What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_4
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.","What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_5
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.","What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_6
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.",What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_7
20,{data_folder}/dataset/v0/20.wav,98844,"Sizzling, pans","Stop, it's all black.",What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,The speaker is likely cooking or preparing food.,They are likely experiencing a situation where their view or screen has gone dark.,burnt,They are likely discovering that they have burnt the food.,output_8
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.","Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_1
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.","Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_2
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.","What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_3
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.","What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_4
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.","What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_5
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.","What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_6
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.",What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_7
21,{data_folder}/dataset/v0/21.wav,63162,Dog barking,"Sit down, sit down.",What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely reacting to the sound of a dog barking,They are instructing someone to sit down,train,They are likely training a dog.,output_8
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_1
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_2
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_3
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_4
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_5
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_6
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_7
22,{data_folder}/dataset/v0/22.wav,40409,Sound of a dog barking,Go get it!,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,The speaker is likely interacting with a dog.,They are likely instructing someone to retrieve something,"play,fetch",The speaker is likely playing fetch with a dog.,output_8
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_1
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_2
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_3
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_4
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_5
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_6
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_7
23,{data_folder}/dataset/v0/23.wav,144993,Sound of a pencil writing,You have two hours.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely taking notes.,They are likely giving someone a deadline or time limit.,exam,They are likely taking an exam.,output_8
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_1
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_2
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_3
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_4
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_5
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_6
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_7
24,{data_folder}/dataset/v0/24.wav,86707,Sound of paper shuffling,Use double sides.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are handling paper.,They are likely instructing someone to use both sides of a document or material.,"print,photocopy",They are likely printing or photocopying documents.,output_8
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.","Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_1
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.","Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_2
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.","What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_3
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.","What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_4
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.","What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_5
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.","What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_6
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.",What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_7
25,{data_folder}/dataset/v0/25.wav,61252,Cough,"In this case, it's better to do another test.",What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely experiencing a cough or illness.,They are likely discussing the need for additional testing or evaluation.,medical,They are likely discussing the need to repeat a medical test.,output_8
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_1
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_2
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_3
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_4
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_5
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_6
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_7
26,{data_folder}/dataset/v0/26.wav,141033,Deep breath,How many cigarettes do you smoke every day?,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely preparing for a presentation or a public speaking engagement.,They are likely discussing smoking habits,"medical,health,consultation",They are likely in a medical or health-related consultation.,output_8
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_1
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_2
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_3
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_4
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_5
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_6
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_7
27,{data_folder}/dataset/v0/27.wav,107613,Baby crying,The bottle is too cold.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely comforting or attending to a crying baby.,They are likely holding or touching a bottle that feels very cold.,feed,They are likely feeding a baby.,output_8
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_1
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_2
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_3
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_4
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_5
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_6
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_7
28,{data_folder}/dataset/v0/28.wav,141297,Sound of soft sobbing,He’s smiling in the picture.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,The speaker is likely crying.,They are likely looking at a photograph.,funeral,The speaker is likely at a funeral.,output_8
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_1
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_2
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_3
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_4
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_5
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_6
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_7
29,{data_folder}/dataset/v0/29.wav,102663,Exciting music,I'll take the left side.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely preparing for an intense and motivating event.,They are likely preparing to navigate or drive a vehicle.,video game,They are likely playing a cooperative or competitive video game.,output_8
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_1
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_2
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_3
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_4
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_5
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_6
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_7
30,{data_folder}/dataset/v0/30.wav,89490,Music,I lead.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely in a setting with music playing.,They are likely stating that they lead.,dance,They are likely leading a dance.,output_8
31,{data_folder}/dataset/v0/31.wav,149792,Rock music,Let's run through it one more time.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely enjoying a performance of rock music at a concert or a live music event.,They are likely reviewing or rehearsing something.,band rehearsal,They are likely practicing a song in a band rehearsal.,output_1
31,{data_folder}/dataset/v0/31.wav,149792,Rock music,Let's run through it one more time.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely enjoying a performance of rock music at a concert or a live music event.,They are likely reviewing or rehearsing something.,band rehearsal,They are likely practicing a song in a band rehearsal.,output_2
